clustering_company_id,hierarchy,salary,age,expected_leave_days,clustering_yearly_abscence_cost,position,Cluster,PCA1,PCA2
5,6,2509,62,20.2,2339.16,11,3,-0.2887904016645141,1.31698671818225
2,7,2003,49,6.3,582.41,14,0,1.2007016836671234,0.33558840290876224
5,3,4714,53,7.5,1631.77,2,2,-2.668578106488581,-1.6765821442655098
4,6,2515,50,25.1,2913.53,13,3,-0.09088280803993239,1.3802794368645712
7,7,1960,25,3.4,307.57,13,0,2.045389781460333,-0.8448014911624164
6,7,2270,25,3.4,356.22,11,0,1.581605534363468,-1.0930837229950907
5,2,9091,42,5.9,2475.55,1,1,-4.2982403925168695,-3.0291566066078413
1,6,2635,36,17.7,2152.59,13,0,0.15283405537590283,0.26029051236924816
6,7,1862,52,34.0,2921.91,13,3,0.3944965772103476,2.287242939404932
1,6,3120,44,26.6,3830.4,13,3,-0.6129509469164831,1.2241932019095247
5,6,2436,33,20.5,2304.83,14,0,0.6665129372574808,0.4939902812526818
6,7,2255,44,5.0,520.38,12,0,1.3271833732272287,-0.1311563958693705
1,4,3935,63,40.2,7300.94,7,3,-3.6356089642003924,2.061797927946221
5,7,2126,25,21.5,2109.65,11,0,0.8380875237460138,0.16407631891002206
6,6,2456,64,40.8,4624.84,13,3,-0.7847451867180366,3.070950625493257
6,7,2289,35,7.8,824.04,12,0,1.3634852527093606,-0.29369292381600354
2,6,2663,28,25.2,3097.27,13,0,0.04650196111003811,0.4975583492602096
2,7,2333,40,6.3,678.36,13,0,1.1104281627081352,-0.15363979079291007
6,6,2767,32,7.8,996.12,14,0,1.1825921894377303,-0.46728691935579114
6,6,2455,27,3.4,385.25,12,0,1.2786385637756672,-1.1447904326181273
6,7,2290,43,5.0,528.46,12,0,1.3337158655408121,-0.17459261611841778
5,5,3376,44,5.9,919.31,10,2,-0.14706986428697608,-0.8139979274007356
6,7,1981,53,34.0,3108.65,13,3,0.30999571595134195,2.33349535320547
5,6,3358,44,5.9,914.41,11,0,0.3512923237403251,-0.5061617475907811
6,6,2561,28,3.4,401.88,13,0,1.3692772740466612,-1.0193827479176245
5,3,4912,36,20.5,4647.51,5,2,-2.818648429455391,-0.9561769969668886
6,6,2401,57,32.2,3568.26,14,3,-0.13392104588371417,2.2803352139729256
4,7,1818,43,16.4,1376.09,11,0,0.7566900928137318,0.5241912614747355
6,6,2727,25,3.4,427.93,13,0,1.3716528174804687,-1.1582516176721946
5,7,2026,56,12.5,1168.85,12,0,0.816496769942683,0.8704991090044054
6,6,2613,33,7.8,940.68,12,0,0.9362013822867142,-0.6110241252286047
5,6,2396,29,21.5,2377.57,14,0,0.7142921594201451,0.4078927569255458
6,7,2064,51,34.0,3238.89,12,3,0.15807867031731596,2.160273669628216
1,5,3227,60,40.2,5987.33,10,3,-2.374427872032092,2.3810188810433943
2,6,2581,27,25.2,3001.9,11,0,-0.177209338074027,0.25945874491244036
1,4,4530,47,26.6,5561.45,7,2,-2.9181156004144033,0.3532662440112186
1,7,2329,65,40.2,4321.19,12,3,-0.9271531635796528,3.1054186165415474
4,6,2648,51,25.1,3067.61,13,3,-0.1733400842808336,1.420320495092026
6,6,2647,59,32.2,3933.85,14,3,-0.30370799038184587,2.370673876588391
6,7,2257,43,5.0,520.85,12,0,1.34423473427548,-0.17081304750745577
4,2,10904,42,16.4,8253.49,3,1,-5.873297630619841,-1.768601225872399
5,3,5217,31,20.5,4936.08,2,2,-3.289080569881651,-1.4576007810800626
6,6,2675,25,3.4,419.77,11,0,1.1061325422012647,-1.3500494098237457
6,6,3027,48,5.0,698.54,13,0,0.7992318320990272,-0.16946892344067455
7,4,4513,46,5.0,1041.46,7,2,-1.0991678502017135,-1.41512363615914
7,7,1946,27,3.4,305.37,11,0,1.7328841011901186,-0.9624539785408416
7,6,3137,27,3.4,492.27,11,0,1.017368483614081,-1.3168770056389931
5,5,3317,25,21.5,3291.48,9,2,-0.6909857637569673,-0.4675961531723829
5,7,1825,25,21.5,1810.96,11,0,0.9755975260838441,0.16911247025080486
1,6,2767,55,11.7,1494.18,12,0,-0.1159386622410135,0.4676767644483013
2,6,2625,39,15.0,1817.31,14,0,0.4480835736798512,0.29510895014650906
6,6,2673,25,3.4,419.46,14,0,1.5288439211113967,-1.052432795027613
1,4,3899,32,17.7,3185.18,9,2,-1.5800400636060714,-0.7570262111498285
6,6,2382,30,7.8,857.52,11,0,0.9276231041503942,-0.8058137289749636
1,4,4273,25,8.5,1676.33,7,2,-1.375612602421649,-1.9988228220658049
5,6,2607,30,20.5,2466.62,12,0,0.3614949146892539,0.17358362091858576
5,7,2364,60,20.2,2203.98,13,3,0.4444436230086103,1.6466667911359891
6,7,2132,50,34.0,3345.6,13,3,0.27829192954761994,2.22386710591986
4,2,10863,52,25.1,12584.37,2,1,-7.146283369686802,-0.4198071361854682
5,6,2663,32,20.5,2519.61,14,0,0.5823993561098583,0.44941822737596726
5,7,2351,26,21.5,2332.92,11,0,0.7176077837500751,0.19974005111756873
5,4,4002,34,20.5,3786.51,9,2,-1.4605665138325852,-0.4111752615213986
1,3,5183,60,40.2,9616.46,4,1,-5.121832793606166,1.5568087577497525
6,4,3678,39,7.8,1324.08,10,2,-0.5193738607238204,-1.0904769585601035
5,7,1808,37,20.5,1710.65,14,0,1.2291800078503088,0.8726840407382983
5,6,2722,63,20.2,2537.74,12,3,-0.2607703528331025,1.4503327819954959
4,3,5483,26,2.1,531.43,4,2,-1.898021726681844,-3.111800264166324
6,5,3182,46,5.0,734.31,7,2,-0.4107897406933894,-1.0675598620567013
6,5,4423,26,3.4,694.07,6,2,-0.5006800175034067,-2.2297221209010796
1,3,5588,28,8.5,2192.22,2,2,-2.94168503653412,-2.7062060792182696
6,7,2117,52,34.0,3322.06,11,3,-0.030068126874727784,2.103618810164712
6,6,2421,26,3.4,379.91,14,0,1.5881141751388665,-0.9817585580549443
2,7,1939,26,25.2,2255.21,13,0,0.7868363258918896,0.6216908041992991
2,6,3444,26,25.2,4005.64,12,0,-0.43978978208241337,0.32363421964230715
3,6,2669,39,7.8,960.84,13,0,0.6884652251364748,-0.31561107881031225
6,6,2473,61,40.8,4656.85,14,3,-0.6014844978211389,3.0534467179404428
5,4,4180,49,5.9,1138.25,7,2,-1.2717688086612131,-1.2087491518634474
7,6,2570,27,3.4,403.29,11,0,1.1905287336181696,-1.2465736186733936
1,5,3551,47,26.6,4359.54,10,2,-1.6552029142574016,0.8441772890312504
1,4,4459,27,8.5,1749.3,10,2,-1.0536330448180842,-1.640038507999534
5,5,4408,52,7.5,1525.85,8,2,-0.999160347686107,-0.6772708977990236
5,7,2197,50,7.5,760.5,14,0,1.3350794804498458,0.47253281244069895
6,7,2007,26,3.4,314.94,14,0,2.066337123936415,-0.7236779226967213
6,4,4350,58,32.2,6464.77,9,3,-2.6235624846832892,1.5016207557259051
7,6,2942,37,7.8,1059.12,12,0,0.840562080620532,-0.47392506461552303
5,4,4002,26,21.5,3971.22,6,2,-1.7955034010448823,-0.9437450349117165
7,6,2649,31,7.8,953.64,11,0,0.9062722753067041,-0.780929845456899
5,5,4080,29,21.5,4048.62,8,2,-1.2510191028155582,-0.4217706294917923
6,7,1886,26,3.4,295.96,14,0,2.103288620084145,-0.7086737930207664
6,6,2773,40,5.0,639.92,14,0,1.1624277154249358,-0.356690622157652
5,7,2259,40,5.9,615.14,11,0,1.1324618901374621,-0.33714230455339605
6,5,3769,54,34.0,5914.43,6,3,-2.4000097979453012,1.3680929014753598
7,3,4168,47,5.0,961.85,2,2,-2.062169626272071,-2.0385494089271994
7,6,3143,46,5.0,725.31,11,0,0.6039429086220202,-0.44825550424725186
6,7,2173,58,32.2,3229.41,13,3,0.18404979485112133,2.4167467935485054
5,4,3577,27,21.5,3549.48,10,2,-1.0562332133433565,-0.5007148369494011
6,6,2412,26,3.4,378.5,11,0,1.168761034310089,-1.278010460725958
5,7,1947,35,20.5,1842.16,14,0,1.202224090135671,0.790676231810607
6,7,2270,56,32.2,3373.57,12,3,0.02573196028729655,2.243294393771841
5,6,2695,27,21.5,2674.27,11,0,0.1909764526489811,0.02666381608267806
5,6,2747,29,21.5,2725.87,12,0,0.27254024592766374,0.20377380595963976
6,7,2234,59,32.2,3320.07,13,3,0.13303000139946003,2.4590231960066333
2,6,2704,60,13.0,1622.4,11,3,-0.290314162090488,0.6763067370743092
2,7,2371,53,11.7,1280.34,12,0,0.5073784281704624,0.6367907663701261
6,5,3670,26,3.4,575.91,8,2,0.01068331143238214,-1.9381096417230035
3,4,4089,49,1.0,188.72,9,2,-0.8661667665822288,-1.419410788322464
7,7,1953,57,32.2,2902.46,14,3,0.5503511163273738,2.477772573956551
5,6,2594,30,20.5,2454.32,11,0,0.22662464200546806,0.07475548426197703
7,6,2645,26,3.4,415.06,14,0,1.6074156558342156,-0.9979335681463909
1,7,1927,26,8.5,755.98,14,0,1.4635321585807495,-0.4253043741245748
6,5,3549,28,3.4,556.92,10,0,0.2936565540934529,-1.6460039421762809
6,7,2308,26,3.4,362.18,11,0,1.5523105907497403,-1.058367133415498
5,7,2335,52,7.5,808.27,12,0,0.9714188276258899,0.3393867841100357
1,3,4021,59,11.7,2171.34,2,2,-3.119122926826311,-1.0798885990215363
6,5,3088,26,3.4,484.58,8,2,0.18842380103625925,-1.8659458672913591
6,6,2610,44,5.0,602.31,11,0,0.7215252672978796,-0.4776778417740784
4,6,2791,29,2.1,270.51,14,0,1.3041208153747617,-1.0275159291277731
5,5,3998,47,5.9,1088.69,10,2,-0.4031091347176054,-0.7636199679894815
3,6,2649,44,1.0,122.26,14,0,1.040217371032252,-0.5084146982383749
6,6,2679,47,5.0,618.23,11,0,0.6464584016408872,-0.3672933800572609
6,7,2180,61,40.8,4105.11,12,3,-0.3499277245746621,3.033342025967499
5,7,2228,44,5.9,606.7,11,0,1.0718154868453116,-0.1760427251204919
6,7,2181,61,40.8,4106.99,12,3,-0.35054549275429775,3.0334392675298876
5,7,2323,27,21.5,2305.13,14,0,1.1348111204436817,0.5370047536108559
1,6,3219,64,40.2,5972.48,14,3,-1.5256919097400405,3.141219115983094
7,7,2352,39,7.8,846.72,14,0,1.6402749621406396,0.06769797341091638
6,6,2459,26,3.4,385.87,13,0,1.435809264706204,-1.0855933953857644
5,6,2798,27,21.5,2776.48,11,0,0.14392145058568162,0.02494054162154916
6,6,2445,26,3.4,383.68,12,0,1.299383122511299,-1.1829793174843168
6,7,1899,26,3.4,298.0,13,0,1.9586180466096204,-0.8094084125581988
5,6,2465,61,20.2,2298.14,11,3,-0.2514778311008998,1.2786334459886084
5,7,1917,39,20.5,1813.78,11,0,0.7228143283548224,0.6517033386270599
6,1,10698,63,40.8,20145.16,4,1,-8.888543338926496,1.9103982356756175
6,7,2127,61,40.8,4005.3,12,3,-0.31715519217095006,3.02816639600989
6,6,2432,29,3.4,381.64,12,0,1.25028188365776,-1.0630812640831657
6,6,2444,48,5.0,564.0,11,0,0.7036818478152846,-0.3009543795980069
6,7,2260,33,7.8,813.6,12,0,1.4087902975934201,-0.36971070765336195
5,7,1837,49,5.9,500.23,11,0,1.1109513731601404,0.06378978459642236
4,4,3896,50,25.1,4513.37,9,2,-2.0297570018104776,0.5766451385095694
6,6,2575,44,5.0,594.23,13,0,1.0140840927540122,-0.275424913284804
6,5,4281,34,7.8,1541.16,6,2,-0.848288170481009,-1.5364083811138605
5,5,4355,41,5.9,1185.9,8,2,-0.6948604752691353,-1.2374147584337647
6,7,2203,31,7.8,793.08,14,0,1.745078109891496,-0.24474134035379394
3,5,4142,57,0.1,19.12,7,2,-0.9024484703750466,-1.1757547116332023
6,6,2733,53,34.0,4288.71,14,3,-0.32328702137439497,2.2689897422196688
5,7,1823,62,20.2,1699.6,12,3,0.5096287317986965,1.639621944066084
7,7,1858,29,3.4,291.56,14,0,2.1464794320523994,-0.575317135752478
6,7,2273,26,3.4,356.69,12,0,1.7036994532624452,-0.9549043735778864
7,4,3523,27,3.4,552.84,7,2,-0.3668923744279595,-2.1747255412742397
5,3,5677,64,20.2,5292.71,2,1,-4.058652163870714,-0.19392222366226997
6,7,2113,29,3.4,331.58,12,0,1.6994918139887223,-0.8167796588097342
5,5,3182,26,21.5,3157.52,10,2,-0.506302592341933,-0.3267854796803661
3,7,2262,26,2.0,208.8,13,0,1.6403500643942948,-0.987100087280834
6,7,1833,48,5.0,423.0,11,0,1.2502467642379382,-0.02423982995110276
6,7,1824,42,5.0,420.92,13,0,1.6406599953105527,-0.06153648985285059
5,7,1854,30,20.5,1754.17,14,0,1.3323840142551344,0.5956402968010502
4,5,3800,28,2.1,368.31,8,2,-0.1713497279983783,-2.0013102658886988
3,7,1926,32,7.8,693.36,14,0,1.5590501303666917,-0.21298760572167844
2,2,9191,43,6.3,2672.46,2,1,-4.510101979067029,-2.8919306283003046
5,5,3809,28,21.5,3779.7,9,2,-0.9688235689117476,-0.35754239376245667
2,7,2147,26,25.2,2497.13,14,0,0.8260745717601958,0.7218934976169329
6,4,3763,28,3.4,590.5,8,2,-0.4048871168050072,-2.077532110471337
6,7,2006,29,3.4,314.79,13,0,1.8728694523313565,-0.7043896070352269
5,6,2657,26,21.5,2636.56,11,0,0.22602727588585025,-0.012129314933456661
5,7,1950,31,20.5,1845.0,13,0,1.1309398080417954,0.5337708779903103
7,7,2042,26,3.4,320.44,11,0,1.721255590502338,-1.013785321666883
4,7,1893,27,2.1,183.48,11,0,1.5336652396377275,-1.078728985586991
5,6,2716,52,7.5,940.15,14,0,0.7716060559391758,0.2928991366343652
5,7,2218,32,20.5,2098.57,13,0,0.9930583089562803,0.5671269137836388
7,7,2017,27,3.4,316.51,12,0,1.851901707154883,-0.8721349609131407
7,4,4231,48,5.0,976.38,6,2,-1.1853517869402903,-1.4030970887501124
5,6,2535,63,20.2,2363.4,12,3,-0.1773754823534549,1.4549027727700052
6,6,2752,41,5.0,635.08,12,0,0.8700297287930614,-0.5131018002045237
5,5,3396,29,21.5,3369.88,8,2,-0.9385398408448803,-0.4103249784983891
2,6,2967,59,10.2,1396.77,12,0,-0.10541030141574077,0.5108875956598845
5,7,1928,45,5.9,525.01,13,0,1.4334195388681026,0.09438514007387545
5,5,4110,29,21.5,4078.38,6,2,-1.5461235043400392,-0.6205192490104056
2,7,2144,28,25.2,2493.64,14,0,0.7921571853180898,0.8007352525794643
6,7,2194,34,7.8,789.84,13,0,1.5543861975346551,-0.22469663687120012
6,6,2482,26,3.4,389.48,14,0,1.5694854502657638,-0.9893224218167801
5,6,2910,40,5.9,792.42,14,0,0.9903432424544941,-0.3175961901827734
5,7,1932,30,20.5,1827.97,12,0,1.0160022247881135,0.39562742300566206
5,7,1889,26,21.5,1874.47,11,0,0.9286688467654901,0.2074705251534474
1,6,3072,61,40.2,5699.74,11,3,-1.804566148711213,2.7117351155019604
1,2,9553,62,40.2,17724.49,1,1,-8.611249238719708,1.542684165097466
5,7,1809,49,5.9,492.6,13,0,1.4014899860835517,0.2650915034977433
5,5,4177,62,20.2,3894.25,10,3,-1.525146257492667,0.9703544622465168
6,6,2458,52,34.0,3857.17,14,3,-0.15120314437978027,2.213792234571304
1,2,10980,40,26.6,13480.06,5,1,-7.001117361089321,-0.4474761016310098
5,7,2194,27,21.5,2177.12,13,0,1.0530435503922493,0.440040392468597
7,4,3807,55,32.2,5657.79,10,3,-2.045402707307624,1.468713209792683
6,2,9209,52,34.0,14451.05,5,1,-6.6148722817236365,0.8818006354959868
2,7,2165,50,11.7,1169.1,13,0,0.7783678709783753,0.6330377280761288
5,7,2310,31,20.5,2185.62,13,0,0.9694885109857914,0.5256140073751311
6,7,2211,43,5.0,510.23,14,0,1.640300453601659,0.0326993092021197
5,7,1938,37,20.5,1833.65,11,0,0.7487771681373462,0.5723701549849446
2,6,2383,26,25.2,2771.61,13,0,0.21846631194056335,0.4172472948836764
6,7,2097,30,7.8,754.92,13,0,1.6583425205114068,-0.37291336953079257
5,7,2331,26,21.5,2313.07,12,0,0.867445721576462,0.29919694294095883
2,7,1866,48,6.3,542.58,12,0,0.9821537916133488,0.11254761486343158
6,6,2389,45,5.0,551.31,14,0,1.196387173010543,-0.11557396497640157
4,6,2619,56,29.6,3577.96,11,3,-0.7216133857346207,1.7432302172655456
6,7,2213,49,5.0,510.69,14,0,1.533520397884407,0.2690423799687072
2,6,3281,26,25.2,3816.06,13,0,-0.21957840336968512,0.4219107970763942
6,4,4168,57,32.2,6194.29,9,3,-2.506432905994575,1.4536974301987426
6,7,2020,45,5.0,466.15,13,0,1.525107247597843,0.03430531630676357
5,6,3027,61,20.2,2822.1,13,3,-0.22070894403268995,1.4631454473557066
6,5,4054,59,32.2,6024.87,9,3,-2.127739672926112,1.7339823229833224
5,7,2241,27,21.5,2223.76,11,0,0.7501709060255198,0.2410086828219944
6,6,2523,30,7.8,908.28,11,0,0.8793713379345712,-0.8196202863373359
6,4,3708,46,5.0,855.69,6,2,-1.070957678407698,-1.4336642442999343
5,6,2758,53,7.5,954.69,11,0,0.3175465902182375,0.03077265601910096
6,7,2355,31,7.8,847.8,14,0,1.693062021488623,-0.25962500502812424
6,7,2030,26,3.4,318.55,13,0,1.9186124531035413,-0.8256523725614973
5,7,2269,58,12.5,1309.04,14,0,0.9698037377453884,1.1305753838753005
2,5,4175,26,25.2,4855.85,6,2,-1.9923619199330522,-0.4740545040278423
6,6,2471,57,32.2,3672.29,13,3,-0.3128671489785224,2.184479561311283
6,5,4060,40,5.0,936.92,8,2,-0.44383719900250906,-1.3055511700812594
6,6,2592,32,7.8,933.12,12,0,0.9610782769301829,-0.6483965446447632
6,7,2175,32,7.8,783.0,13,0,1.5962691313395787,-0.3016936091739749
6,6,2685,27,3.4,421.34,14,0,1.4897988066770016,-0.9750636746133828
6,5,3598,34,7.8,1295.28,8,2,-0.3331571273835607,-1.2712843854921558
2,3,5148,45,6.3,1496.88,2,2,-2.8608773827708003,-2.174501474454813
6,6,2443,59,32.2,3630.67,13,3,-0.33294835147327273,2.2620291409162068
6,6,2786,65,40.8,5246.25,14,3,-0.8657818196015308,3.24172144694793
6,3,4769,63,40.8,8980.39,3,1,-4.659610943900296,1.645883221190016
1,5,3909,31,17.7,3193.35,7,2,-1.4962126595778056,-0.7883447083196463
3,6,2399,33,7.8,863.64,14,0,1.0277054207330671,-0.42662256968838586
5,6,3240,26,21.5,3215.08,11,0,-0.04031164142228112,-0.021884467501352558
5,5,3178,58,12.5,1833.46,8,2,-0.9247917955058401,0.05865167983407883
7,7,2112,26,3.4,331.42,14,0,2.121980006458013,-0.7250972827577052
6,7,2048,29,3.4,321.38,11,0,1.5786421121840424,-0.9078428314238529
5,6,3496,29,21.5,3469.11,13,0,0.0710667719494903,0.29036317639938597
6,7,2050,26,3.4,321.69,13,0,1.9125042583868417,-0.8281320332161841
5,7,1998,32,20.5,1890.42,14,0,1.2324222101030742,0.6712352357320565
5,5,3015,55,12.5,1739.42,8,2,-0.8095296731155897,-0.048213741167983895
2,7,1999,26,25.2,2324.99,14,0,0.8982696535898886,0.721124456506754
4,6,2586,41,16.4,1957.4,11,0,0.12220260746885979,0.2025227418386219
1,4,3258,26,8.5,1278.14,6,2,-1.180714798790592,-1.9633392615920329
1,6,2636,27,8.5,1034.12,11,0,0.4251728580603064,-0.956476075391206
1,4,4080,54,18.0,3389.54,10,2,-1.9219673240510375,0.22663118095059362
7,4,4536,61,40.8,8541.64,10,3,-3.055759931198875,2.4564838934275266
3,6,2635,26,2.0,243.23,12,0,1.038318060319576,-1.3423148348404423
5,6,2723,29,21.5,2702.05,12,0,0.28350525748386757,0.2041748220874517
6,7,2259,27,3.4,354.49,11,0,1.5495846625657301,-1.0128628644329647
4,7,1839,32,8.0,679.02,14,0,1.6692794983902486,-0.17938657016697004
6,7,2306,27,3.4,361.86,14,0,1.957333321158062,-0.721323087375891
4,2,11399,53,25.1,13205.3,5,1,-7.002883331886141,-0.08054557692315042
1,6,3034,48,26.6,3724.82,13,3,-0.6407549603740533,1.3807482481478208
6,7,2053,52,34.0,3221.63,13,3,0.28726408370086853,2.298194550272445
6,2,9934,45,5.0,2292.46,1,1,-4.445090356718172,-3.0951507239154794
6,6,2740,62,40.8,5159.63,14,3,-0.7842677189498375,3.1189442141966204
6,6,2874,37,7.8,1034.64,11,0,0.6354220094159091,-0.5779887951187224
5,6,2598,37,20.5,2458.11,12,0,0.24169697039316917,0.449789255211229
1,6,3269,26,8.5,1282.45,11,0,0.22253635778831143,-1.0552617425754507
6,7,2219,39,7.8,798.84,14,0,1.5980790411466201,0.06912167964980415
6,7,2345,27,3.4,367.98,11,0,1.523321600734489,-1.0235269459881884
7,7,1923,28,3.4,301.76,11,0,1.7222178824494936,-0.9201735251994129
5,6,2426,62,20.2,2261.78,13,3,0.02962513517606523,1.5172606430998885
5,4,3828,60,20.2,3568.87,6,2,-2.248713390399461,0.2967861792153834
6,6,2796,55,32.2,4155.29,14,3,-0.3143556503695842,2.219913789665435
3,7,2169,26,2.0,200.22,12,0,1.5269612093091256,-1.0739193106230454
5,6,2769,48,5.9,754.02,12,0,0.6134297471764123,-0.18501837243327804
6,7,2338,47,5.0,539.54,14,0,1.5290527260368132,0.1758715144190485
6,6,2733,26,3.4,428.87,14,0,1.4928306884594882,-1.0204443457481993
2,2,11230,56,10.2,5286.74,5,1,-5.438016555264028,-1.8198345549690311
5,7,2085,27,21.5,2068.96,14,0,1.2435393271030808,0.5409872746535884
5,6,2725,37,20.5,2578.27,13,0,0.32544154287186194,0.54603399765468
6,6,2790,49,5.0,643.85,14,0,0.9977929939232008,-0.0037779908699295513
6,5,3979,43,5.0,918.23,7,2,-0.6117879922086005,-1.2771120139361523
6,6,2646,35,7.8,952.56,14,0,1.170928349363434,-0.33715259334365266
6,6,2771,53,34.0,4348.34,14,3,-0.34462120626828924,2.271168576571058
6,7,2132,45,5.0,492.0,14,0,1.6301032625155076,0.12060324147596302
5,6,2972,42,5.9,809.3,14,0,0.9347314352659737,-0.24550819711325125
6,6,2616,54,34.0,4105.11,13,3,-0.415990649146187,2.2025869253104515
1,6,2780,40,26.6,3412.98,12,3,-0.513054300742254,0.9627689426093305
5,7,2191,31,20.5,2073.02,12,0,0.8821578239229612,0.42918680278684346
5,6,2617,30,20.5,2476.08,13,0,0.49771088677982717,0.2724795389044789
6,6,2563,27,3.4,402.19,13,0,1.3863576411024623,-1.0590599427566498
2,7,1811,32,15.0,1253.77,11,0,0.8292020363007593,-0.02653703461719924
7,4,4374,31,7.8,1574.64,8,2,-0.8097199588593554,-1.660704120383963
6,6,2454,26,3.4,385.09,14,0,1.57803583514386,-0.9858501265301832
2,7,2155,46,6.3,626.61,11,0,0.7815628398038379,-0.09630025795861608
1,2,10362,62,40.2,19225.5,4,1,-8.68531297639185,1.9161643796537198
3,6,2648,26,2.0,244.43,13,0,1.1752006247771214,-1.2449118827490497
5,7,2087,26,21.5,2070.95,11,0,0.8382138464909591,0.20415764827379349
6,7,1946,65,40.8,3664.47,13,3,-0.1353008608188533,3.2673326284552866
2,6,3382,54,11.7,1826.28,14,0,0.04033429103490851,0.5920862095669669
5,7,2353,58,12.5,1357.5,13,0,0.7970545173747052,1.0255668460559706
4,4,4461,36,8.0,1647.14,8,2,-1.2027147825272055,-1.4902882304222576
5,7,2315,47,5.9,630.39,14,0,1.412456244898655,0.23011296206679555
6,7,1848,64,40.8,3479.93,11,3,-0.33841558796555354,3.020090298212122
7,2,10239,38,7.8,3686.04,3,1,-4.347700265821284,-2.8681068370724723
4,7,2087,28,2.1,202.28,13,0,1.740239596125984,-0.8666043842886544
5,7,2144,30,20.5,2028.55,14,0,1.20232753568958,0.5890684144026624
5,6,2428,26,21.5,2409.32,13,0,0.6120449128229746,0.18994792750759196
5,5,3777,50,7.5,1307.42,10,2,-0.46802599973253345,-0.49497522418325873
6,2,9353,42,5.0,2158.38,1,1,-4.206805387931192,-3.1469061226142614
7,6,2595,31,7.8,934.2,12,0,1.0654521033302575,-0.67651951602677
6,7,1871,21,3.4,293.6,13,0,2.0556225512495994,-1.003080977189326
5,3,4955,45,5.9,1349.28,1,2,-2.649889420593446,-2.2525624623040246
1,4,3628,28,8.5,1423.29,10,2,-0.7820785048772017,-1.5226866372376455
6,7,1999,27,3.4,313.69,13,0,1.910388424524313,-0.7823792845881585
7,6,2748,48,5.0,634.15,13,0,0.9758833134774263,-0.12592142494259806
5,6,2508,38,20.5,2372.95,13,0,0.40507066791384094,0.5903792578004076
4,6,2436,36,8.0,899.45,14,0,1.041430332858494,-0.28616986904186936
5,4,3844,31,20.5,3637.02,9,2,-1.3366367349055301,-0.5258808908425325
7,7,2174,31,7.8,782.64,14,0,1.8427122303675247,-0.23030219345293493
6,2,11101,60,40.8,20904.04,2,1,-9.014269789925576,1.8399622908572975
5,7,2181,27,21.5,2164.22,12,0,0.9182820502367748,0.34113521880846304
6,7,1843,45,5.0,425.31,14,0,1.7222311828151686,0.15369734159594273
6,6,2647,30,7.8,952.92,11,0,0.8369371605532802,-0.8317622233085
6,6,2773,21,3.4,435.15,11,0,1.1469653213238493,-1.5199153781758785
6,6,2622,21,3.4,411.45,14,0,1.6151822070107504,-1.2038249063173119
7,6,2618,37,7.8,942.48,12,0,0.9514384795845506,-0.4421993583360296
5,7,2347,38,20.5,2220.62,14,0,0.9697635845252457,0.8998983318520788
1,6,3191,21,8.5,1251.85,13,0,0.6195388321033277,-1.046845780493913
6,2,11087,42,5.0,2558.54,3,1,-4.478175679087668,-3.1472227320002624
6,7,2012,20,3.4,315.73,14,0,2.170951937083198,-0.9608694870465618
1,1,9949,42,26.6,12214.31,4,1,-7.013989427157614,-0.6883960052284452
2,7,1932,31,15.0,1337.54,14,0,1.2202966659368115,0.22471696809461608
2,7,1998,64,13.0,1198.8,13,3,0.5444316471881566,1.2863905418911286
2,6,2454,28,25.2,2854.19,11,0,-0.13294947180882313,0.298228146967537
1,6,2837,55,11.7,1531.98,12,0,-0.14217766288950606,0.46244022226441533
1,4,4168,19,0.0,0.0,10,2,-0.3369650967377153,-2.6184786232399095
7,7,1998,21,3.4,313.53,11,0,1.823146288340582,-1.205473900984249
1,6,2763,40,26.6,3392.11,14,3,-0.22316186419430145,1.1607851600976373
5,7,2370,27,21.5,2351.77,13,0,0.9726389042731695,0.4370957556811334
1,5,3838,19,0.0,0.0,10,2,0.10621600248133392,-2.364164012437134
6,4,3693,39,7.8,1329.48,7,2,-0.9466083119311759,-1.3893138764088686
1,3,5282,59,11.7,2852.28,3,2,-3.451099353169367,-1.0750984543600888
6,6,2669,41,5.0,615.92,11,0,0.7557894200478473,-0.6027208531954635
6,7,1856,47,5.0,428.31,11,0,1.2606047941483478,-0.06630201178254345
6,7,2198,30,7.8,791.28,14,0,1.7644796268083462,-0.28368046131461877
5,6,2523,25,21.5,2503.59,13,0,0.5863353759890254,0.14892960989553392
4,6,2410,63,26.2,2914.25,12,3,-0.4555713020088604,1.8711207431275
3,4,4296,47,1.0,198.28,8,2,-1.0305475322968312,-1.626000671242193
7,6,2522,57,32.2,3748.08,13,3,-0.25302126097045075,2.1984589256762304
5,7,2016,56,12.5,1163.08,11,0,0.6796118468029952,0.7720769685901923
5,6,2486,36,20.5,2352.14,12,0,0.3096166033295101,0.41289831869464444
7,7,1803,30,7.8,649.08,14,0,1.9873630127807664,-0.23340301657951715
2,5,3925,31,15.0,2717.31,8,2,-1.1295743593642706,-0.8936329644150729
5,6,2787,27,21.5,2765.56,12,0,0.2896479622973601,0.12424673140949503
4,7,1823,50,25.1,2111.88,11,3,0.31648162490349385,1.3855998273873724
5,7,1815,54,7.5,628.27,12,0,1.1126824106466813,0.4700864587410603
2,6,2420,41,6.3,703.66,11,0,0.4308674353707978,-0.5284964413636717
6,6,2392,30,7.8,861.12,12,0,1.0649014212674748,-0.7076702057234999
