contract_id,employee_number,company_id_contract,country_id_contract,position,hierarchy_level,department,start_date,gross_salary, currency
DE367contract,367,E0062,DE,11,6,Engineering,29/09/2019,2544,EUR
DE368contract,368,G0073,DE,12,7,Telecom,15/03/2024,1813,EUR
DE369contract,369,E0062,DE,6,5,Engineering,01/01/2020,3692,EUR
DE370contract,370,E0062,DE,2,3,Engineering,04/05/2024,4393,EUR
DE371contract,371,F0070,DE,13,7,Telecom,31/12/2019,2058,EUR
FR372contract,372,A0080,FR,10,5,Consulting,05/01/2020,4448,EUR
DE373contract,373,F0070,DE,11,7,Telecom,13/06/2020,1909,EUR
ES374contract,374,A0080,ES,12,7,Consulting,09/01/2020,2002,EUR
DE375contract,375,F0070,DE,12,7,Telecom,11/01/2020,2328,EUR
DE376contract,376,F0070,DE,13,7,Telecom,13/01/2020,1819,EUR
FR377contract,377,A0080,FR,14,6,Consulting,22/07/2020,2689,EUR
DE378contract,378,E0062,DE,14,7,Engineering,18/01/2020,1812,EUR
IE379contract,379,G0073,IE,11,7,Telecom,24/08/2020,1950,EUR
FR380contract,380,A0080,FR,4,2,Consulting,22/01/2020,8523,EUR
DE381contract,381,F0070,DE,11,7,Telecom,10/09/2020,2064,EUR
DE382contract,382,G0073,DE,7,4,Telecom,28/01/2020,4200,EUR
DE383contract,383,F0070,DE,14,6,Telecom,29/01/2020,2469,EUR
FR384contract,384,G0073,FR,14,6,Telecom,01/02/2020,2537,EUR
DE385contract,385,F0070,DE,9,4,Telecom,05/02/2020,4433,EUR
IT386contract,386,E0062,IT,11,7,Engineering,05/02/2020,1814,EUR
FR387contract,387,A0080,FR,10,5,Consulting,04/11/2020,3657,EUR
IE388contract,388,F0070,IE,12,6,Telecom,17/11/2020,2588,EUR
DE389contract,389,G0073,DE,14,7,Telecom,09/02/2020,2277,EUR
FR390contract,390,A0080,FR,9,4,Consulting,16/02/2020,3959,EUR
IE391contract,391,E0062,IE,14,7,Engineering,30/01/2021,2113,EUR
FR392contract,392,B0060,FR,4,1,Testing,25/02/2020,9108,EUR
FR393contract,393,E0062,FR,11,6,Engineering,27/02/2020,2993,EUR
IE394contract,394,B0060,IE,14,7,Testing,30/03/2025,1939,EUR
DE395contract,395,F0070,DE,11,7,Telecom,10/05/2021,2357,EUR
DE396contract,396,F0070,DE,4,2,Telecom,03/03/2020,10458,EUR
DE397contract,397,F0070,DE,12,7,Telecom,04/03/2020,1929,EUR
DE398contract,398,F0070,DE,11,6,Telecom,27/10/2023,2381,EUR
IT399contract,399,E0062,IT,11,7,Engineering,09/03/2020,2265,EUR
IE400contract,400,D0090,IE,12,7,Back Office,14/12/2020,1917,EUR
FR401contract,401,A0080,FR,6,4,Consulting,22/08/2020,4189,EUR
IT402contract,402,E0062,IT,13,7,Engineering,15/03/2020,2360,EUR
DE403contract,403,F0070,DE,12,6,Telecom,16/03/2020,2434,EUR
ES404contract,404,E0062,ES,12,6,Engineering,18/03/2020,2570,EUR
ES405contract,405,F0070,ES,11,7,Telecom,18/03/2020,1827,EUR
ES406contract,406,E0062,ES,12,6,Engineering,19/03/2020,2595,EUR
DE407contract,407,G0073,DE,4,1,Telecom,21/04/2019,10059,EUR
DE408contract,408,F0070,DE,10,4,Telecom,25/03/2020,4267,EUR
DE409contract,409,F0070,DE,14,7,Telecom,25/03/2020,2007,EUR
DE410contract,410,E0062,DE,14,7,Engineering,29/03/2020,2334,EUR
IT411contract,411,E0062,IT,12,6,Engineering,11/07/2021,2535,EUR
DE412contract,412,D0090,DE,12,7,Back Office,30/09/2023,2062,EUR
IT413contract,413,E0062,IT,8,4,Engineering,27/07/2021,3942,EUR
IE414contract,414,B0060,IE,8,4,Testing,02/04/2020,3536,EUR
IT415contract,415,E0062,IT,13,6,Engineering,04/04/2020,2590,EUR
DE416contract,416,G0073,DE,13,6,Telecom,05/04/2020,2628,EUR
DE417contract,417,F0070,DE,12,7,Telecom,01/08/2021,1983,EUR
DE418contract,418,F0070,DE,11,7,Telecom,26/11/2024,1823,EUR
IT419contract,419,E0062,IT,4,2,Engineering,09/04/2020,11970,EUR
FR420contract,420,B0060,FR,13,7,Testing,09/09/2021,1836,EUR
FR421contract,421,F0070,FR,11,7,Telecom,25/09/2021,2381,EUR
DE422contract,422,F0070,DE,11,7,Telecom,11/10/2021,2229,EUR
DE423contract,423,D0090,DE,14,6,Back Office,18/04/2020,2805,EUR
DE424contract,424,E0062,DE,13,6,Engineering,18/04/2020,2508,EUR
FR425contract,425,A0080,FR,12,7,Consulting,18/04/2020,1800,EUR
IT426contract,426,F0070,IT,14,6,Telecom,14/10/2021,2652,EUR
ES427contract,427,F0070,ES,11,6,Telecom,22/04/2020,3024,EUR
DE428contract,428,F0070,DE,12,7,Telecom,23/04/2020,2230,EUR
DE429contract,429,F0070,DE,12,6,Telecom,25/01/2022,2776,EUR
FR430contract,430,A0080,FR,2,2,Consulting,01/05/2022,9184,EUR
DE431contract,431,F0070,DE,13,6,Telecom,28/04/2020,2642,EUR
DE432contract,432,E0062,DE,14,6,Engineering,29/04/2020,2533,EUR
ES433contract,433,A0080,ES,10,5,Consulting,30/04/2020,3953,EUR
FR434contract,434,A0080,FR,6,4,Consulting,19/02/2025,4083,EUR
DE435contract,435,F0070,DE,13,7,Telecom,05/05/2020,1939,EUR
DE436contract,436,F0070,DE,12,7,Telecom,10/04/2022,2122,EUR
DE437contract,437,E0062,DE,13,6,Engineering,05/07/2022,2733,EUR
IT438contract,438,E0062,IT,1,1,Engineering,06/05/2020,11903,EUR
IT439contract,439,E0062,IT,8,4,Engineering,10/09/2018,3828,EUR
DE440contract,440,F0070,DE,14,7,Telecom,20/07/2023,2161,EUR
FR441contract,441,A0080,FR,12,7,Consulting,28/09/2022,1855,EUR
DE442contract,442,F0070,DE,12,7,Telecom,24/03/2019,1923,EUR
DE443contract,443,F0070,DE,12,7,Telecom,26/07/2023,1887,EUR
DE444contract,444,F0070,DE,4,3,Telecom,14/05/2020,4663,EUR
FR445contract,445,B0060,FR,13,6,Testing,15/05/2020,3062,EUR
IT446contract,446,E0062,IT,11,7,Engineering,15/05/2020,2284,EUR
DE447contract,447,F0070,DE,11,7,Telecom,11/01/2023,1840,EUR
FR448contract,448,B0060,FR,12,7,Testing,03/04/2023,2024,EUR
FR449contract,449,F0070,FR,9,4,Telecom,18/05/2020,4527,EUR
FR450contract,450,B0060,FR,11,7,Testing,21/05/2025,1912,EUR
DE451contract,451,F0070,DE,13,6,Telecom,22/01/2021,2721,EUR
IT452contract,452,E0062,IT,12,6,Engineering,21/05/2023,2410,EUR
FR453contract,453,F0070,FR,14,6,Telecom,24/05/2020,2510,EUR
IT454contract,454,E0062,IT,11,6,Engineering,31/08/2023,2657,EUR
ES455contract,455,F0070,ES,13,6,Telecom,06/06/2020,2523,EUR
IE456contract,456,E0062,IE,14,6,Engineering,07/06/2020,2743,EUR
FR457contract,457,B0060,FR,12,6,Testing,06/06/2022,2770,EUR
ES458contract,458,D0090,ES,12,6,Back Office,08/06/2020,2719,EUR
IE459contract,459,E0062,IE,12,7,Engineering,10/06/2020,1990,EUR
FR460contract,460,A0080,FR,14,6,Consulting,03/09/2023,3000,EUR
FR461contract,461,B0060,FR,7,5,Testing,14/12/2023,3734,EUR
ES462contract,462,D0090,ES,14,7,Back Office,14/09/2023,2276,EUR
IT463contract,463,D0090,IT,14,7,Back Office,14/06/2020,1825,EUR
DE464contract,464,G0073,DE,11,7,Telecom,15/06/2020,2156,EUR
IT465contract,465,E0062,IT,13,6,Engineering,17/06/2020,2930,EUR
DE466contract,466,E0062,DE,13,6,Engineering,26/04/2025,2696,EUR
DE467contract,467,F0070,DE,11,7,Telecom,22/06/2020,2205,EUR
FR468contract,468,B0060,FR,12,7,Testing,04/11/2023,1874,EUR
DE469contract,469,E0062,DE,13,6,Engineering,23/06/2020,2992,EUR
DE470contract,470,F0070,DE,14,6,Telecom,23/06/2020,2753,EUR
FR471contract,471,E0062,FR,12,6,Engineering,23/06/2020,3045,EUR
DE472contract,472,G0073,DE,13,6,Telecom,06/12/2024,2682,EUR
DE473contract,473,G0073,DE,3,3,Telecom,30/06/2020,4759,EUR
DE474contract,474,F0070,DE,13,6,Telecom,02/07/2020,2705,EUR
IE475contract,475,E0062,IE,11,7,Engineering,09/11/2023,1989,EUR
FR476contract,476,B0060,FR,7,4,Testing,05/07/2020,4204,EUR
ES477contract,477,A0080,ES,11,6,Consulting,11/11/2023,2686,EUR
DE478contract,478,F0070,DE,14,6,Telecom,07/07/2020,2739,EUR
DE479contract,479,F0070,DE,11,7,Telecom,06/06/2021,1883,EUR
DE480contract,480,E0062,DE,14,6,Engineering,04/03/2025,2543,EUR
DE481contract,481,E0062,DE,8,5,Engineering,10/07/2020,4106,EUR
IT482contract,482,G0073,IT,13,6,Telecom,25/01/2025,2671,EUR
DE483contract,483,F0070,DE,14,6,Telecom,11/07/2020,2598,EUR
DE484contract,484,D0090,DE,7,5,Back Office,26/10/2023,3539,EUR
IE485contract,485,B0060,IE,8,4,Testing,30/11/2023,3528,EUR
FR486contract,486,A0080,FR,3,3,Consulting,14/07/2020,4746,EUR
DE487contract,487,F0070,DE,12,6,Telecom,26/12/2023,2673,EUR
DE488contract,488,D0090,DE,11,7,Back Office,21/11/2018,2345,EUR
DE489contract,489,F0070,DE,14,6,Telecom,02/03/2024,2716,EUR
IE490contract,490,F0070,IE,13,7,Telecom,10/04/2024,1973,EUR
IT491contract,491,E0062,IT,9,4,Engineering,29/04/2025,3825,EUR
DE492contract,492,E0062,DE,13,7,Engineering,19/09/2021,2229,EUR
FR493contract,493,A0080,FR,13,6,Consulting,01/08/2020,2810,EUR
IT494contract,494,E0062,IT,11,7,Engineering,28/08/2023,2132,EUR
IT495contract,495,E0062,IT,8,4,Engineering,02/08/2020,4212,EUR
DE496contract,496,F0070,DE,11,6,Telecom,02/08/2020,2414,EUR
IE497contract,497,B0060,IE,12,7,Testing,02/09/2024,2106,EUR
ES498contract,498,G0073,ES,3,3,Telecom,11/08/2020,4486,EUR
DE499contract,499,E0062,DE,14,7,Engineering,06/02/2021,2079,EUR
IT500contract,500,E0062,IT,11,7,Engineering,02/10/2024,1946,EUR
DE501contract,501,E0062,DE,10,5,Engineering,19/08/2020,4015,EUR
FR502contract,502,F0070,FR,11,6,Telecom,20/08/2020,2565,EUR
DE503contract,503,F0070,DE,11,7,Telecom,21/08/2020,1946,EUR
ES504contract,504,A0080,ES,7,4,Consulting,03/12/2022,4186,EUR
FR505contract,505,A0080,FR,13,6,Consulting,22/08/2020,2830,EUR
DE506contract,506,E0062,DE,9,4,Engineering,23/08/2020,3536,EUR
DE507contract,507,F0070,DE,7,5,Telecom,27/03/2025,3714,EUR
ES508contract,508,D0090,ES,12,6,Back Office,01/07/2021,2605,EUR
IE509contract,509,F0070,IE,14,7,Telecom,14/12/2024,2105,EUR
DE510contract,510,D0090,DE,4,2,Back Office,25/08/2020,11426,EUR
DE511contract,511,F0070,DE,13,7,Telecom,16/02/2025,2029,EUR
ES512contract,512,A0080,ES,6,4,Consulting,29/08/2020,4168,EUR
FR513contract,513,A0080,FR,13,6,Consulting,29/08/2020,3131,EUR
DE514contract,514,F0070,DE,5,2,Telecom,31/08/2020,8357,EUR
FR515contract,515,C0092,FR,13,7,Engineering,01/09/2020,2270,EUR
DE516contract,516,F0070,DE,12,7,Telecom,11/09/2024,2081,EUR
ES517contract,517,E0062,ES,12,6,Engineering,21/09/2020,3231,EUR
DE518contract,518,F0070,DE,12,7,Telecom,03/12/2023,2291,EUR
DE519contract,519,F0070,DE,1,3,Telecom,10/09/2020,5544,EUR
IT520contract,520,E0062,IT,11,7,Engineering,22/06/2020,2379,EUR
DE521contract,521,F0070,DE,13,7,Telecom,16/09/2020,2145,EUR
DE522contract,522,F0070,DE,11,6,Telecom,04/06/2018,2700,EUR
DE523contract,523,E0062,DE,10,5,Engineering,20/11/2018,4080,EUR
DE524contract,524,D0090,DE,13,6,Back Office,18/09/2020,2595,EUR
IE525contract,525,B0060,IE,14,6,Testing,07/09/2020,3301,EUR
IT526contract,526,E0062,IT,11,6,Engineering,04/05/2025,2632,EUR
IE527contract,527,F0070,IE,12,7,Telecom,29/09/2020,2131,EUR
IT528contract,528,E0062,IT,9,5,Engineering,18/09/2019,3542,EUR
FR529contract,529,E0062,FR,12,6,Engineering,02/05/2018,2601,EUR
DE530contract,530,F0070,DE,4,2,Telecom,18/02/2022,10783,EUR
IT531contract,531,F0070,IT,14,6,Telecom,03/10/2020,2619,EUR
IT532contract,532,E0062,IT,3,2,Engineering,05/10/2020,10070,EUR
DE533contract,533,F0070,DE,12,6,Telecom,08/10/2020,2789,EUR
DE534contract,534,F0070,DE,11,6,Telecom,13/10/2020,2557,EUR
IT535contract,535,F0070,IT,13,7,Telecom,14/10/2020,1806,EUR
DE536contract,536,F0070,DE,14,6,Telecom,16/10/2020,2799,EUR
FR537contract,537,B0060,FR,11,7,Testing,16/10/2020,1906,EUR
DE538contract,538,F0070,DE,14,7,Telecom,16/10/2020,2201,EUR
DE539contract,539,G0073,DE,11,7,Telecom,20/10/2020,1816,EUR
ES540contract,540,F0070,ES,13,6,Telecom,09/06/2025,2420,EUR
DE541contract,541,G0073,DE,14,7,Telecom,23/10/2020,2362,EUR
DE542contract,542,F0070,DE,12,7,Telecom,19/06/2025,2114,EUR
DE543contract,543,F0070,DE,11,7,Telecom,26/10/2020,1985,EUR
FR544contract,544,B0060,FR,13,6,Testing,27/10/2020,2524,EUR
DE545contract,545,G0073,DE,11,7,Telecom,29/10/2020,2303,EUR
FR546contract,546,B0060,FR,13,7,Testing,30/10/2020,2342,EUR
DE547contract,547,G0073,DE,12,7,Telecom,02/11/2020,1873,EUR
DE548contract,548,G0073,DE,13,6,Telecom,12/09/2022,2531,EUR
ES549contract,549,A0080,ES,10,4,Consulting,25/12/2020,4378,EUR
FR550contract,550,D0090,FR,13,6,Back Office,03/09/2018,2584,EUR
DE551contract,551,F0070,DE,14,7,Telecom,07/11/2020,1849,EUR
DE552contract,552,F0070,DE,14,7,Telecom,17/03/2024,2307,EUR
DE553contract,553,F0070,DE,7,4,Telecom,13/11/2020,4432,EUR
ES554contract,554,A0080,ES,3,3,Consulting,23/01/2023,4071,EUR
FR555contract,555,A0080,FR,3,2,Consulting,14/11/2020,8377,EUR
DE556contract,556,F0070,DE,13,6,Telecom,11/08/2021,2734,EUR
FR557contract,557,B0060,FR,13,6,Testing,08/01/2024,2708,EUR
ES558contract,558,D0090,ES,11,7,Back Office,17/11/2020,2045,EUR
FR559contract,559,G0073,FR,4,3,Telecom,18/02/2025,4741,EUR
IT560contract,560,E0062,IT,7,5,Engineering,17/11/2020,3552,EUR
IE561contract,561,E0062,IE,12,6,Engineering,05/11/2020,3217,EUR
DE562contract,562,E0062,DE,14,6,Engineering,18/11/2020,2792,EUR
ES563contract,563,E0062,ES,3,3,Engineering,18/11/2020,5711,EUR
DE564contract,564,D0090,DE,11,6,Back Office,14/04/2019,2397,EUR
DE565contract,565,F0070,DE,5,2,Telecom,20/11/2020,9482,EUR
IE566contract,566,F0070,IE,11,6,Telecom,17/12/2020,2575,EUR
DE567contract,567,F0070,DE,13,6,Telecom,24/11/2020,2620,EUR
DE568contract,568,E0062,DE,11,6,Engineering,27/02/2021,3351,EUR
IE569contract,569,D0090,IE,13,7,Back Office,27/11/2020,2143,EUR
IT570contract,570,E0062,IT,11,7,Engineering,22/12/2018,1806,EUR
IT571contract,571,F0070,IT,14,6,Telecom,29/11/2020,3434,EUR
IE572contract,572,D0090,IE,11,7,Back Office,14/04/2019,2192,EUR
DE573contract,573,F0070,DE,14,6,Telecom,06/12/2020,2686,EUR
DE574contract,574,F0070,DE,13,6,Telecom,06/04/2021,2411,EUR
IE575contract,575,B0060,IE,14,6,Testing,19/07/2019,2600,EUR
DE576contract,576,E0062,DE,13,6,Engineering,14/03/2020,2397,EUR
DE577contract,577,F0070,DE,12,6,Telecom,15/11/2019,2543,EUR
DE578contract,578,F0070,DE,11,6,Telecom,15/12/2020,2514,EUR
DE579contract,579,F0070,DE,14,7,Telecom,15/12/2020,1865,EUR
IE580contract,580,F0070,IE,14,7,Telecom,22/11/2020,2005,EUR
DE581contract,581,E0062,DE,8,5,Engineering,21/12/2020,4307,EUR
DE582contract,582,F0070,DE,7,5,Telecom,13/01/2022,3840,EUR
DE583contract,583,F0070,DE,7,5,Telecom,24/12/2020,3303,EUR
DE584contract,584,F0070,DE,11,6,Telecom,14/01/2020,2445,EUR
IT585contract,585,C0092,IT,14,7,Engineering,14/04/2020,2196,EUR
DE586contract,586,G0073,DE,6,4,Telecom,27/12/2020,4342,EUR
FR587contract,587,E0062,FR,8,5,Engineering,29/01/2023,3713,EUR
FR588contract,588,A0080,FR,11,6,Consulting,18/02/2025,2419,EUR
DE589contract,589,F0070,DE,9,5,Telecom,22/04/2022,3254,EUR
DE590contract,590,F0070,DE,13,6,Telecom,15/05/2020,2507,EUR
DE591contract,591,C0092,DE,14,7,Engineering,18/05/2020,1869,EUR
DE592contract,592,F0070,DE,11,6,Telecom,06/07/2022,2678,EUR
DE593contract,593,F0070,DE,11,7,Telecom,07/01/2021,1817,EUR
IT594contract,594,E0062,IT,9,4,Engineering,16/04/2024,4331,EUR
DE595contract,595,E0062,DE,6,5,Engineering,10/01/2024,4375,EUR
ES596contract,596,A0080,ES,13,6,Consulting,16/07/2022,2753,EUR
DE597contract,597,E0062,DE,11,7,Engineering,10/07/2020,1979,EUR
FR598contract,598,E0062,FR,9,5,Engineering,23/01/2021,3417,EUR
DE599contract,599,F0070,DE,12,7,Telecom,31/03/2023,1859,EUR
DE600contract,600,G0073,DE,13,7,Telecom,25/01/2021,1942,EUR
DE601contract,601,F0070,DE,14,6,Telecom,26/01/2021,2531,EUR
DE602contract,602,G0073,DE,11,7,Telecom,25/04/2021,2152,EUR
DE603contract,603,E0062,DE,11,7,Engineering,07/11/2018,1931,EUR
DE604contract,604,F0070,DE,11,7,Telecom,06/02/2025,1912,EUR
DE605contract,605,F0070,DE,14,7,Telecom,01/02/2021,1931,EUR
FR606contract,606,A0080,FR,9,5,Consulting,07/06/2021,4063,EUR
ES607contract,607,F0070,ES,13,6,Telecom,10/12/2019,2740,EUR
DE608contract,608,E0062,DE,10,4,Engineering,04/02/2021,3708,EUR
DE609contract,609,E0062,DE,11,7,Engineering,05/02/2021,1831,EUR
FR610contract,610,A0080,FR,12,6,Consulting,18/07/2021,2523,EUR
FR611contract,611,G0073,FR,14,6,Telecom,11/08/2020,3478,EUR
IE612contract,612,B0060,IE,11,6,Testing,07/02/2021,2696,EUR
DE613contract,613,F0070,DE,11,7,Telecom,08/02/2021,1939,EUR
DE614contract,614,E0062,DE,12,7,Engineering,11/02/2021,2207,EUR
FR615contract,615,A0080,FR,14,7,Consulting,13/02/2021,1969,EUR
DE616contract,616,F0070,DE,12,7,Telecom,22/08/2022,1894,EUR
DE617contract,617,F0070,DE,14,6,Telecom,18/02/2021,2738,EUR
IT618contract,618,E0062,IT,11,7,Engineering,20/02/2021,2149,EUR
IE619contract,619,D0090,IE,12,7,Back Office,27/11/2024,2135,EUR
IT620contract,620,E0062,IT,12,7,Engineering,23/02/2021,2004,EUR
FR621contract,621,A0080,FR,12,6,Consulting,24/02/2021,2546,EUR
IT622contract,622,E0062,IT,1,3,Engineering,26/11/2020,5804,EUR
FR623contract,623,G0073,FR,6,4,Telecom,01/03/2021,4271,EUR
DE624contract,624,F0070,DE,14,6,Telecom,02/03/2021,2463,EUR
FR625contract,625,G0073,FR,13,6,Telecom,22/10/2021,2661,EUR
ES626contract,626,F0070,ES,13,6,Telecom,03/03/2021,2480,EUR
DE627contract,627,F0070,DE,12,7,Telecom,11/03/2021,2378,EUR
IE628contract,628,E0062,IE,8,4,Engineering,12/03/2021,4574,EUR
DE629contract,629,F0070,DE,14,6,Telecom,14/03/2021,2422,EUR
FR630contract,630,A0080,FR,5,3,Consulting,15/03/2021,5776,EUR
FR631contract,631,A0080,FR,4,3,Consulting,21/03/2021,5525,EUR
DE632contract,632,F0070,DE,13,6,Telecom,20/05/2020,2721,EUR
DE633contract,633,F0070,DE,13,7,Telecom,22/03/2021,2239,EUR
IT634contract,634,C0092,IT,6,5,Engineering,23/03/2021,4185,EUR
IT635contract,635,E0062,IT,11,6,Engineering,17/08/2021,2499,EUR
DE636contract,636,F0070,DE,12,7,Telecom,23/02/2024,2306,EUR
DE637contract,637,G0073,DE,12,7,Telecom,07/11/2021,1812,EUR
DE638contract,638,F0070,DE,3,3,Telecom,20/09/2023,4955,EUR
ES639contract,639,E0062,ES,10,5,Engineering,31/03/2021,3119,EUR
IE640contract,640,F0070,IE,12,6,Telecom,01/04/2021,3050,EUR
FR641contract,641,A0080,FR,13,6,Consulting,03/04/2021,2971,EUR
FR642contract,642,B0060,FR,13,6,Testing,03/04/2021,3310,EUR
IE643contract,643,B0060,IE,12,6,Testing,24/12/2023,2682,EUR
IT644contract,644,F0070,IT,12,7,Telecom,28/03/2022,1843,EUR
DE645contract,645,F0070,DE,14,6,Telecom,19/06/2022,2688,EUR
FR646contract,646,F0070,FR,14,6,Telecom,28/07/2024,2650,EUR
DE647contract,647,F0070,DE,11,6,Telecom,09/04/2021,2644,EUR
DE648contract,648,F0070,DE,14,7,Telecom,17/04/2021,2004,EUR
IT649contract,649,E0062,IT,14,7,Engineering,29/06/2022,2247,EUR
DE650contract,650,E0062,DE,7,5,Engineering,22/04/2021,4141,EUR
FR651contract,651,F0070,FR,14,6,Telecom,23/04/2021,2665,EUR
DE652contract,652,E0062,DE,14,7,Engineering,22/07/2024,2148,EUR
ES653contract,653,A0080,ES,7,4,Consulting,22/12/2020,3840,EUR
DE654contract,654,F0070,DE,13,7,Telecom,26/10/2022,2209,EUR
DE655contract,655,E0062,DE,6,5,Engineering,27/04/2021,3891,EUR
DE656contract,656,F0070,DE,11,6,Telecom,28/04/2021,2989,EUR
DE657contract,657,F0070,DE,11,6,Telecom,29/04/2021,2436,EUR
IT658contract,658,G0073,IT,14,7,Telecom,01/05/2021,2071,EUR
DE659contract,659,F0070,DE,14,6,Telecom,01/05/2021,2441,EUR
DE660contract,660,D0090,DE,13,6,Back Office,03/05/2021,2771,EUR
ES661contract,661,C0092,ES,14,7,Engineering,08/12/2019,1903,EUR
ES662contract,662,G0073,ES,14,6,Telecom,25/10/2021,2977,EUR
ES663contract,663,F0070,ES,12,6,Telecom,29/11/2024,2693,EUR
DE664contract,664,F0070,DE,12,7,Telecom,12/03/2025,2288,EUR
IE665contract,665,B0060,IE,11,6,Testing,14/05/2021,2589,EUR
DE666contract,666,G0073,DE,12,7,Telecom,14/05/2021,2248,EUR
FR667contract,667,B0060,FR,9,4,Testing,14/05/2021,3721,EUR
DE668contract,668,E0062,DE,13,6,Engineering,16/05/2021,2483,EUR
DE669contract,669,F0070,DE,5,2,Telecom,17/05/2021,9594,EUR
ES670contract,670,A0080,ES,7,4,Consulting,25/06/2022,4520,EUR
FR671contract,671,A0080,FR,7,5,Consulting,17/05/2021,3112,EUR
DE672contract,672,F0070,DE,14,7,Telecom,18/02/2025,2293,EUR
IT673contract,673,E0062,IT,14,7,Engineering,21/08/2023,1870,EUR
DE674contract,674,F0070,DE,12,7,Telecom,11/11/2023,2336,EUR
IT675contract,675,E0062,IT,12,6,Engineering,27/05/2021,2666,EUR
FR676contract,676,B0060,FR,14,6,Testing,30/05/2021,2415,EUR
FR677contract,677,A0080,FR,11,7,Consulting,16/12/2023,1811,EUR
ES678contract,678,F0070,ES,12,7,Telecom,27/11/2023,1998,EUR
DE679contract,679,F0070,DE,12,6,Telecom,04/06/2021,2448,EUR
IE680contract,680,B0060,IE,14,7,Testing,22/07/2022,1875,EUR
FR681contract,681,F0070,FR,13,7,Telecom,20/01/2021,1901,EUR
IT682contract,682,E0062,IT,14,6,Engineering,18/07/2024,3264,EUR
DE683contract,683,F0070,DE,14,7,Telecom,13/06/2021,1845,EUR
DE684contract,684,C0092,DE,13,6,Engineering,16/06/2021,2615,EUR
DE685contract,685,F0070,DE,12,6,Telecom,16/06/2021,2655,EUR
DE686contract,686,F0070,DE,12,6,Telecom,18/06/2021,2612,EUR
FR687contract,687,A0080,FR,14,6,Consulting,24/06/2021,2694,EUR
DE688contract,688,F0070,DE,13,6,Telecom,31/12/2024,2635,EUR
DE689contract,689,E0062,DE,13,6,Engineering,02/05/2023,2518,EUR
IE690contract,690,B0060,IE,13,6,Testing,10/01/2024,2591,EUR
DE691contract,691,F0070,DE,5,2,Telecom,23/07/2023,10298,EUR
DE692contract,692,E0062,DE,12,6,Engineering,27/05/2024,2725,EUR
IT693contract,693,E0062,IT,14,6,Engineering,30/06/2021,2967,EUR
ES694contract,694,F0070,ES,14,6,Telecom,26/05/2021,2605,EUR
IE695contract,695,F0070,IE,12,6,Telecom,25/04/2022,2447,EUR
IT696contract,696,E0062,IT,8,4,Engineering,02/07/2021,4228,EUR
IE697contract,697,E0062,IE,13,7,Engineering,30/06/2024,1807,EUR
IT698contract,698,E0062,IT,6,4,Engineering,12/07/2021,4103,EUR
DE699contract,699,D0090,DE,3,2,Back Office,13/07/2021,11843,EUR
DE700contract,700,F0070,DE,13,7,Telecom,26/01/2022,2183,EUR
IT701contract,701,E0062,IT,3,2,Engineering,17/07/2021,9615,EUR
DE702contract,702,F0070,DE,14,7,Telecom,17/07/2021,1828,EUR
DE703contract,703,F0070,DE,12,6,Telecom,10/07/2024,2682,EUR
DE704contract,704,F0070,DE,12,7,Telecom,19/07/2021,1850,EUR
DE705contract,705,E0062,DE,9,5,Engineering,20/07/2021,3917,EUR
DE706contract,706,E0062,DE,13,7,Engineering,20/07/2021,2162,EUR
DE707contract,707,F0070,DE,12,7,Telecom,22/07/2021,2132,EUR
DE708contract,708,F0070,DE,12,6,Telecom,22/07/2021,2563,EUR
DE709contract,709,F0070,DE,13,6,Telecom,22/07/2021,2518,EUR
IT710contract,710,E0062,IT,14,7,Engineering,23/07/2021,2208,EUR
FR711contract,711,E0062,FR,8,5,Engineering,26/07/2021,4412,EUR
IT712contract,712,E0062,IT,13,6,Engineering,27/07/2021,3061,EUR
ES713contract,713,A0080,ES,9,4,Consulting,27/07/2021,4454,EUR
DE714contract,714,G0073,DE,3,3,Telecom,27/07/2021,4263,EUR
FR715contract,715,A0080,FR,14,6,Consulting,31/07/2024,3295,EUR
IE716contract,716,C0092,IE,11,7,Engineering,28/07/2021,2042,EUR
DE717contract,717,F0070,DE,12,7,Telecom,15/08/2024,2012,EUR
IE718contract,718,E0062,IE,13,6,Engineering,01/08/2021,2628,EUR
DE719contract,719,F0070,DE,11,6,Telecom,03/11/2024,2388,EUR
IT720contract,720,G0073,IT,6,5,Telecom,02/08/2021,3594,EUR
IT721contract,721,E0062,IT,7,5,Engineering,07/08/2021,3746,EUR
FR722contract,722,B0060,FR,13,7,Testing,11/08/2021,2047,EUR
DE723contract,723,F0070,DE,2,3,Telecom,15/11/2020,5281,EUR
IE724contract,724,B0060,IE,12,7,Testing,18/06/2020,2139,EUR
IT725contract,725,E0062,IT,5,1,Engineering,12/08/2021,8867,EUR
FR726contract,726,B0060,FR,7,4,Testing,12/08/2021,3557,EUR
DE727contract,727,E0062,DE,8,4,Engineering,18/12/2024,4162,EUR
DE728contract,728,G0073,DE,11,7,Telecom,19/11/2020,1897,EUR
FR729contract,729,A0080,FR,1,3,Consulting,17/02/2025,5401,EUR
DE730contract,730,F0070,DE,7,4,Telecom,27/05/2022,4151,EUR
DE731contract,731,F0070,DE,14,7,Telecom,17/08/2021,1898,EUR
DE732contract,732,E0062,DE,12,6,Engineering,19/08/2021,2448,EUR
FR733contract,733,A0080,FR,12,6,Consulting,21/08/2021,3248,EUR
